source,cluster_id,threshold,centroid_x,centroid_y,area_km2,prob_max,prob_mean,dist_to_known_m,n_known_inside,val_vtt_r100,val_rel_vis,val_dist_rijeka,val_strahler,val_aps_vis,attr_type,pc1,pc2,shap_vtt_r100,shap_rel_vis_100_250,shap_dist_rijeka_korig,shap_strahler,shap_aps_vis
thr85_all,1107,0.85,691207.77,5020873.31,0.0231,0.8951,0.8705,1014.39,0,Cambisols,1.835,153.2,1,103.8,1,-2.1245112873263654,-0.70987241306052,0.12497,0.06253,0.14609,0.01253,0.01093
thr85_all,1108,0.85,654776.04,5020851.04,0.015,0.8763,0.8636,925.93,0,Luvisols,6.646,364.9,2,130.5,4,0.8338621149441299,1.270578531797908,0.05377,0.20805,0.03735,0.01874,0.03355
thr85_all,1109,0.85,573801.45,5020623.84,0.0537,0.8786,0.8671,7452.24,0,Cambisols,13.226,625.0,1,289.4,2,1.380077743523207,-0.27576450487196225,0.06437,0.25609,0.05595,0.00915,-0.01065
thr85_all,1110,0.85,612618.75,5020688.39,0.035,0.8755,0.8616,2020.92,0,Luvisols,13.884,751.0,1,260.3,2,1.8154628690927586,-0.04632039245116827,0.05001,0.2799,0.04283,0.01213,-0.00808
thr85_all,1111,0.85,706713.29,5018846.16,1.0231,0.9914,0.9409,135.87,9,Cambisols,6.958,197.5,7,113.2,4,0.16120473155858558,2.077684928222766,0.08118,0.23245,0.09856,-0.00962,0.08705
thr85_all,1112,0.85,655423.71,5020609.05,0.0181,0.9473,0.9126,1293.64,0,Luvisols,5.95,247.0,2,117.8,4,0.2153623570180245,1.4120487608567094,0.05167,0.21266,0.0829,0.01797,0.05832
thr85_all,1113,0.85,633285.23,5020444.97,0.0481,0.9023,0.8766,1053.72,0,Cambisols,9.837,312.1,2,170.9,0,0.4837229480536386,-0.15400919756031545,0.06994,0.21715,0.0977,0.00531,0.01023
thr85_all,1114,0.85,691333.25,5020464.86,0.0331,0.8923,0.8706,1074.99,0,Cambisols,1.996,176.7,1,103.9,1,-1.911880332458029,-0.4694768502785173,0.12676,0.08726,0.1368,0.01248,0.0162
thr85_all,1115,0.85,632710.58,5020460.58,0.0163,0.8947,0.8751,517.93,0,Luvisols,10.032,301.0,2,170.1,2,1.56446860725423,-0.5280032777144694,0.03158,0.26564,0.07741,0.0146,-0.01096
thr85_all,1116,0.85,572582.87,5020347.69,0.0169,0.8754,0.8659,6464.98,0,Cambisols,13.115,591.9,1,289.8,2,1.5209559670406025,-0.3254093024974303,0.05967,0.25625,0.05191,0.00928,-0.01441
thr85_all,1117,0.85,691777.5,5020400.0,0.0125,0.8828,0.8693,640.5,0,Cambisols,2.835,193.0,1,106.1,1,-1.7910726272951412,-0.6616803284555746,0.11806,0.09286,0.14131,0.01393,0.01138
thr85_all,1118,0.85,587448.37,5020377.72,0.0144,0.8786,0.8659,4679.21,0,Cambisols,13.196,675.0,1,252.1,2,1.3094204907309284,-0.23963873434509717,0.06559,0.25598,0.05674,0.01041,-0.00881
thr85_all,1119,0.85,678722.5,5020226.5,0.0156,0.8908,0.8642,1043.6,0,Cambisols,0.749,193.0,1,85.3,1,-2.1872486952928765,0.31913713627451346,0.13302,0.06773,0.11184,0.02069,0.03334
thr85_all,1120,0.85,573544.0,5020148.0,0.0312,0.9273,0.8965,6928.69,0,Cambisols,13.559,316.9,1,240.9,0,0.33485400393389503,-0.6304996107107044,0.07394,0.2335,0.10828,0.0126,0.00023
thr85_all,1121,0.85,655100.35,5020092.71,0.045,0.9566,0.9182,1508.35,0,Luvisols,6.239,233.5,2,115.2,4,0.03887005017913919,1.3463557083816315,0.05532,0.20467,0.09248,0.01571,0.05987
thr85_all,1122,0.85,572700.35,5019763.2,0.1119,0.9273,0.8785,6078.28,0,Luvisols,14.586,418.9,1,258.1,2,1.5884251305553907,0.19637677570819884,0.05064,0.27127,0.04856,0.01254,0.0026
thr85_all,1123,0.85,635471.47,5019949.04,0.0244,0.8647,0.8555,3294.29,0,Luvisols,9.499,687.9,2,174.3,2,1.9724576652983163,0.056056730877505206,0.04103,0.27411,0.02763,0.01762,-0.01123
thr85_all,1124,0.85,631864.26,5019784.85,0.0531,0.9335,0.8921,1036.71,0,Cambisols,10.992,311.9,1,168.1,0,0.19870194061315744,-0.5486150331282875,0.07817,0.222,0.11161,0.00942,0.00393
thr85_all,1125,0.85,606337.5,5019929.89,0.0288,0.8938,0.8706,2688.37,0,Luvisols,8.322,448.4,3,157.5,4,0.9245675496834922,0.9354618637825383,0.04003,0.24194,0.04677,0.03126,0.02817
thr85_all,1126,0.85,626306.47,5019892.67,0.0181,0.8754,0.8651,6026.03,0,Cambisols,11.739,619.7,1,259.1,2,1.3276994545548155,-0.17449649868582603,0.06416,0.25272,0.05591,0.00939,-0.00727
thr85_all,1127,0.85,588645.92,5019811.45,0.0594,0.8786,0.868,4110.55,0,Cambisols,17.463,622.7,1,305.5,2,1.4574417392839953,-0.4265295105505327,0.06349,0.25777,0.05591,0.00868,-0.01594
thr85_all,1128,0.85,634921.71,5019796.71,0.0119,0.8811,0.866,2810.9,0,Cambisols,1.967,193.5,2,140.4,1,-2.0883405477933747,-0.17564788886709712,0.12045,0.07042,0.13987,0.01384,0.02687
thr85_all,1129,0.85,601290.62,5019637.5,0.01,0.8885,0.8735,4456.97,0,Cambisols,1.03,160.5,4,124.7,1,-2.3188964284520557,0.36633045699466804,0.1326,0.05445,0.13931,0.00553,0.04442
thr85_all,1130,0.85,631851.97,5019583.55,0.0119,0.8666,0.8581,1228.44,0,Luvisols,12.353,435.3,1,171.2,2,1.8636026313058787,-0.11183467776523484,0.047,0.27559,0.04842,0.00815,-0.00879
thr85_all,1131,0.85,675847.22,5019551.39,0.0112,0.886,0.8667,164.34,0,Cambisols,0.729,142.4,1,83.7,1,-2.4997103115078168,-0.33468388397527726,0.14388,0.06079,0.12618,0.02361,0.01783
thr85_all,1132,0.85,573803.33,5019422.5,0.0375,0.8786,0.8692,6617.6,0,Cambisols,15.839,647.6,1,277.8,2,1.3200156470103317,-0.24139715798721853,0.06556,0.25639,0.05673,0.01013,-0.0089
thr85_all,1133,0.85,655109.09,5019422.73,0.0138,0.9285,0.8732,969.84,0,Luvisols,5.172,224.7,2,116.2,4,-0.4879354028589854,1.1137215589854055,0.04699,0.14575,0.10682,0.0201,0.05599
thr85_all,1134,0.85,573622.22,5019365.28,0.0112,0.8624,0.8555,6443.1,0,Cambisols,15.854,477.3,1,257.7,2,1.5010995174689137,-0.300661986457354,0.05664,0.24823,0.05486,0.00767,-0.01297
thr85_all,1135,0.85,572301.14,5019338.64,0.0138,0.8705,0.8594,5496.36,0,Luvisols,11.062,711.0,1,239.4,2,2.1109032536857586,-0.29089149438732104,0.04311,0.28427,0.0386,0.01071,-0.01886
thr85_all,1136,0.85,635523.21,5019375.6,0.0131,0.8939,0.8718,3524.09,0,Luvisols,7.206,308.1,2,154.2,4,0.6036854120030507,1.1901239229570746,0.04977,0.21905,0.06479,0.01826,0.04287
thr85_all,1137,0.85,634801.56,5019282.81,0.01,0.8766,0.8651,2917.23,0,Cambisols,1.575,224.1,2,134.2,1,-2.0452228581651144,-0.07542460021558818,0.11831,0.07391,0.13942,0.01352,0.03009
thr85_all,1138,0.85,679351.84,5019237.5,0.0381,0.8655,0.8568,396.76,0,Cambisols,1.846,700.7,3,86.3,1,-2.8668553647749735,1.336084697523431,0.14925,0.04745,0.04529,0.06183,0.04525
thr85_all,1139,0.85,655636.22,5019109.94,0.0244,0.9514,0.9244,1279.18,0,Luvisols,6.097,212.3,2,111.8,4,0.17997755808033014,1.2265242853517082,0.05215,0.22129,0.09224,0.01803,0.05635
thr85_all,1140,0.85,680395.79,5019068.49,0.1225,0.9214,0.8941,77.25,2,Cambisols,1.572,155.9,3,89.1,1,-3.096574777630074,-0.27725349864901666,0.1506,0.06417,0.11838,0.04926,0.02044
thr85_all,1141,0.85,636134.38,5018839.58,0.045,0.9008,0.8727,4302.67,0,Luvisols,8.697,286.1,2,139.7,4,1.1852365155331896,0.7411043281829228,0.03637,0.23811,0.06409,0.01334,0.02622
thr85_all,1142,0.85,680354.39,5018723.54,0.0694,0.9225,0.8804,339.92,0,Cambisols,0.918,185.0,3,85.8,1,-2.9741853899455086,0.21054955350542762,0.14328,0.06134,0.10758,0.04899,0.03198
thr85_all,1143,0.85,681175.15,5018273.26,0.1569,0.9296,0.89,44.0,2,Cambisols,0.918,150.3,3,86.0,1,-3.2517982945798183,0.16196453091091534,0.14574,0.05666,0.12356,0.04856,0.03722
thr85_all,1144,0.85,654614.22,5018747.84,0.0181,0.916,0.8886,206.34,0,Luvisols,5.872,776.2,2,114.7,4,0.3791799988523944,2.117091985800562,0.06873,0.20747,0.03601,0.0194,0.06326
thr85_all,1145,0.85,678847.41,5018626.65,0.0331,0.8772,0.8588,592.77,0,Cambisols,2.002,576.9,3,84.6,1,-2.720287114686544,1.343964240194319,0.15028,0.0636,0.04414,0.06027,0.04547
thr85_all,1146,0.85,679753.56,5018363.67,0.1206,0.9332,0.8916,311.44,0,Cambisols,0.726,155.7,3,84.6,1,-3.0072057034228012,0.3564460988097693,0.1438,0.06841,0.11193,0.04777,0.03906
thr85_all,1147,0.85,639005.56,5018693.06,0.0112,0.8809,0.8666,6736.55,0,Luvisols,7.658,525.4,2,156.5,4,1.2374684556395998,1.2739001354864619,0.04988,0.24397,0.02977,0.01911,0.03148
thr85_all,1148,0.85,650653.01,5018694.44,0.0675,0.8973,0.8715,775.91,0,Cambisols,1.81,195.5,1,101.8,1,-2.0652388091072456,-0.6193553597764829,0.12802,0.07251,0.13812,0.01478,0.01144
thr85_all,1149,0.85,630094.14,5018638.28,0.04,0.8997,0.8817,3025.63,0,Luvisols,10.589,226.4,1,155.3,4,1.2646703442236142,0.4564506867310555,0.038,0.254,0.07822,0.00818,0.02255
thr85_all,1150,0.85,635112.92,5018515.83,0.0375,0.8701,0.8568,3605.78,0,Luvisols,11.224,562.8,2,173.4,2,1.938191499882342,-0.06260883332790379,0.04167,0.2791,0.03538,0.01671,-0.01184
thr85_all,1151,0.85,679233.2,5018414.41,0.0981,0.9165,0.8802,732.91,0,Cambisols,1.49,193.9,3,83.5,1,-3.2916179981600915,-0.5927481039575174,0.16657,0.05966,0.11767,0.05007,0.01017
thr85_all,1152,0.85,625408.52,5018294.37,0.1138,0.9273,0.9014,6070.21,0,Cambisols,17.86,305.0,1,245.1,0,0.3045569244449644,-0.5443754730133505,0.07272,0.23124,0.10852,0.01287,0.00319
thr85_all,1153,0.85,637351.46,5018490.42,0.0481,0.8839,0.867,5553.47,0,Luvisols,7.988,359.3,2,154.7,4,1.154817829596411,1.3895851587111125,0.04407,0.22707,0.0319,0.01881,0.03538
thr85_all,1154,0.85,573455.26,5018438.82,0.0475,0.8786,0.8626,5738.22,0,Luvisols,13.211,686.5,1,250.9,2,2.064183918603165,0.10917196028098569,0.03995,0.28469,0.03764,0.01083,-0.00561
thr85_all,1155,0.85,636737.5,5018454.17,0.0131,0.8941,0.8793,5014.6,0,Cambisols,1.901,195.0,2,127.1,1,-2.147386579972033,0.07404502132657774,0.11889,0.07209,0.14319,0.01293,0.0368
thr85_all,1156,0.85,680997.42,5017431.73,0.2787,0.9282,0.8843,630.47,0,Cambisols,0.67,152.5,3,84.5,1,-3.129422880462776,0.39606282120521413,0.1384,0.03896,0.12041,0.04232,0.04197
thr85_all,1157,0.85,635339.83,5018338.08,0.0269,0.8848,0.8672,3894.02,0,Luvisols,8.287,540.3,2,154.6,4,1.3148751061995647,1.3360631079178944,0.04653,0.24643,0.02978,0.01798,0.03336
thr85_all,1158,0.85,639729.44,5018272.18,0.0194,0.8811,0.8692,5908.76,0,Luvisols,7.119,731.6,2,147.5,4,0.9103396218694308,1.5575309306775453,0.05685,0.22586,0.03501,0.01686,0.04305
thr85_all,1159,0.85,597473.11,5018188.26,0.0206,0.8786,0.8688,4884.38,0,Cambisols,15.811,666.0,1,276.6,2,1.298876854056925,-0.2366971375730455,0.06593,0.25534,0.05699,0.01027,-0.00862
thr85_all,1160,0.85,596885.58,5017989.42,0.0488,0.8786,0.871,4968.55,0,Cambisols,14.102,629.9,1,278.7,2,1.3819444871714313,-0.20970083018224592,0.06456,0.25598,0.05426,0.0092,-0.00909
thr85_all,1161,0.85,679305.6,5017953.88,0.0362,0.9063,0.8712,914.66,0,Cambisols,0.655,199.5,3,84.5,1,-3.110034645067782,0.48382659326159116,0.13788,0.02151,0.10735,0.0438,0.03881
thr85_all,1162,0.85,604426.19,5017979.76,0.0262,0.9005,0.8767,5384.88,0,Luvisols,11.143,308.3,3,165.7,2,1.2926792604158697,-0.399074860943431,0.0244,0.26406,0.07764,0.02837,-0.00504
thr85_all,1163,0.85,639700.88,5017762.5,0.0619,0.8895,0.8653,5622.2,0,Luvisols,7.531,406.1,2,137.2,4,1.029298816721328,1.3680309353246487,0.05178,0.22743,0.03717,0.01636,0.03711
thr85_all,1164,0.85,678678.99,5017984.84,0.0294,0.9153,0.885,1255.49,0,Cambisols,0.89,167.6,3,83.4,1,-3.096736731857198,-0.2837654467595295,0.15763,0.06192,0.11323,0.04741,0.01807
thr85_all,1165,0.85,576054.74,5017963.36,0.0181,0.8736,0.8668,7818.38,0,Cambisols,14.722,653.7,1,318.1,2,1.4276464665068247,-0.501869204362785,0.06394,0.26007,0.05852,0.00956,-0.01717
thr85_all,1166,0.85,638272.99,5017809.51,0.1831,0.9037,0.871,6676.38,0,Luvisols,9.893,369.0,2,149.0,4,1.5270171701607023,1.2327219458833225,0.03957,0.24781,0.02604,0.01733,0.02767
thr85_all,1167,0.85,704005.28,5017881.94,0.0281,0.9008,0.8749,2301.53,0,Cambisols,1.457,228.7,1,109.8,1,-2.057905018601748,0.7659319803189452,0.12024,0.08107,0.12661,0.01314,0.05392
thr85_all,1168,0.85,575638.61,5017677.54,0.0706,0.8736,0.8641,7327.82,0,Cambisols,16.04,619.6,1,317.7,2,1.4616409348246415,-0.45890619652208503,0.06198,0.25782,0.05773,0.00873,-0.01635
thr85_all,1169,0.85,596963.89,5017858.33,0.0112,0.8624,0.855,5108.94,0,Cambisols,13.14,476.6,1,265.8,2,1.5057163824698536,-0.3052217797508358,0.05657,0.24848,0.05485,0.00765,-0.01313
thr85_all,1170,0.85,703330.88,5017741.31,0.0944,0.9154,0.8736,2728.55,0,Cambisols,1.709,174.5,1,108.2,1,-1.9356086762422737,-0.24565725318392057,0.11908,0.07558,0.13503,0.01352,0.02239
thr85_all,1171,0.85,625417.19,5017832.81,0.01,0.8624,0.8546,5615.33,0,Cambisols,15.503,473.9,1,241.5,2,1.5103506204009647,-0.32569310256683137,0.05609,0.24888,0.05525,0.00786,-0.01365
thr85_all,1172,0.85,636897.02,5017870.83,0.0131,0.9045,0.8708,5440.62,0,Cambisols,2.305,248.7,2,125.2,1,-1.7238398817745855,0.46560266286284374,0.11631,0.08088,0.11991,0.00908,0.03979
thr85_all,1173,0.85,597207.5,5017812.5,0.0312,0.9273,0.9028,5193.62,0,Cambisols,15.373,299.5,1,252.8,0,0.27504172913044067,-0.5772842828714824,0.07172,0.22913,0.11189,0.01246,0.00333
thr85_all,1174,0.85,680357.24,5017838.82,0.0119,0.8628,0.8566,880.39,0,Cambisols,0.793,753.4,3,86.7,1,-2.396191366509325,1.6766846343313986,0.13952,0.06592,0.04457,0.05018,0.0552
thr85_all,1175,0.85,576534.77,5017780.23,0.0344,0.8736,0.8619,8206.54,0,Cambisols,24.487,633.6,1,341.1,2,1.5764993827339937,-0.6498426786898693,0.06126,0.25871,0.0559,0.00791,-0.02388
thr85_all,1176,0.85,640306.02,5017632.87,0.0169,0.8889,0.8684,5058.97,0,Luvisols,7.83,653.0,2,156.6,4,1.337052287133972,1.3717022482341856,0.04839,0.24849,0.02585,0.01845,0.03313
thr85_all,1177,0.85,597950.5,5017707.5,0.0156,0.8786,0.8679,5479.97,0,Cambisols,13.442,619.7,1,287.3,2,1.3839021065734431,-0.30054146189641767,0.06296,0.25611,0.05752,0.00921,-0.0109
thr85_all,1178,0.85,597618.75,5017644.89,0.0275,0.9273,0.8981,5446.91,0,Cambisols,12.959,291.3,1,256.5,0,0.2797538134685294,-0.585615243851595,0.0716,0.22914,0.11228,0.0122,0.00317
thr85_all,1179,0.85,597817.26,5017666.07,0.0131,0.8624,0.8552,5479.81,0,Cambisols,17.013,481.0,1,283.3,2,1.5016290727907615,-0.34115523626145877,0.05718,0.25415,0.05738,0.00792,-0.01298
thr85_all,1180,0.85,678903.5,5017643.5,0.0156,0.9087,0.8661,1418.97,0,Cambisols,0.488,155.8,3,82.7,1,-4.0983680199354655,-0.4619167098268792,0.17233,-0.02867,0.13221,0.04473,0.01743
thr85_all,1181,0.85,704198.75,5017648.75,0.0125,0.9008,0.876,2468.08,0,Cambisols,1.447,238.5,1,109.5,1,-1.9751039055547928,0.7727490622240332,0.11979,0.08056,0.12116,0.01305,0.05171
thr85_all,1182,0.85,636076.89,5017576.14,0.0206,0.8602,0.8564,4946.19,0,Luvisols,11.016,828.6,2,174.5,2,1.6771054542551995,-0.0655950136402256,0.05374,0.26998,0.03053,0.02039,-0.01314
thr85_all,1183,0.85,604133.33,5017495.0,0.0375,0.9033,0.8788,5846.25,0,Luvisols,9.672,282.7,3,155.3,4,0.9524810282851509,0.7208189616543289,0.02617,0.24321,0.06998,0.02753,0.02957
thr85_all,1184,0.85,640635.23,5017415.53,0.0206,0.8828,0.869,4665.84,0,Luvisols,7.805,551.8,2,155.5,4,1.2291745102981657,1.3912800659101943,0.05055,0.24065,0.02774,0.018,0.03442
thr85_all,1185,0.85,681943.91,5017377.88,0.0244,0.8682,0.857,684.21,0,Cambisols,0.931,733.8,3,86.0,1,-2.52575251708546,1.7367170789141377,0.14222,0.05638,0.04303,0.05143,0.05659
thr85_all,1186,0.85,597140.62,5017271.32,0.085,0.9273,0.9116,5715.62,0,Cambisols,18.69,263.5,1,263.9,0,0.2862213437132202,-0.7456009438652819,0.07387,0.22771,0.11184,0.01217,-0.00247
thr85_all,1187,0.85,625011.25,5017393.75,0.0125,0.8624,0.856,5128.09,0,Cambisols,18.778,473.6,1,255.8,2,1.511441370725628,-0.2835733965201814,0.05492,0.24846,0.05539,0.00787,-0.01222
thr85_all,1188,0.85,703839.58,5017398.96,0.03,0.9183,0.8778,2812.06,0,Cambisols,1.722,228.5,1,108.8,1,-2.130014637601188,0.6882961791927514,0.12151,0.07646,0.13146,0.01198,0.05311
thr85_all,1189,0.85,678243.75,5017370.31,0.01,0.8754,0.8604,1054.81,0,Cambisols,0.423,128.4,3,82.2,1,-4.506060350773206,-0.7961733766155695,0.18209,-0.0283,0.15417,0.04617,0.01631
thr85_all,1190,0.85,624557.68,5017301.97,0.0356,0.9273,0.9034,5013.38,0,Cambisols,19.152,304.6,1,244.3,0,0.3045569244449644,-0.5443754730133505,0.07272,0.23124,0.10852,0.01287,0.00319
thr85_all,1191,0.85,678646.39,5017275.83,0.0281,0.9145,0.8838,1137.01,0,Cambisols,1.013,194.0,3,83.6,1,-3.229694566918079,-0.5758597570897214,0.16386,0.0531,0.1164,0.04791,0.00949
thr85_all,1192,0.85,703121.43,5017275.0,0.0262,0.8948,0.8653,3235.26,0,Cambisols,1.598,202.9,1,108.2,1,-2.0205871213953874,-0.297564443091797,0.12189,0.07703,0.13685,0.01519,0.02185
thr85_all,1193,0.85,624745.11,5017028.8,0.0863,0.8786,0.8654,4745.18,0,Cambisols,13.679,661.1,1,263.3,2,1.2947810374207585,-0.2210665018955372,0.06611,0.25502,0.05676,0.0102,-0.00819
thr85_all,1194,0.85,596771.47,5017184.94,0.0731,0.8983,0.8678,5755.93,0,Luvisols,19.551,638.7,1,298.8,2,2.117794326036906,0.0907893864551343,0.04166,0.28453,0.03438,0.00966,-0.00773
thr85_all,1195,0.85,601870.0,5017297.5,0.0125,0.8721,0.861,6330.1,0,Luvisols,7.395,485.3,4,153.7,4,1.332570551047207,2.045537782115516,0.04154,0.22596,0.04095,-0.00017,0.05925
thr85_all,1196,0.85,623828.57,5017257.14,0.0175,0.9273,0.886,5017.11,0,Cambisols,14.355,336.4,1,238.6,2,0.9198670264776623,-0.527645128108627,0.06538,0.24531,0.0839,0.01055,-0.00727
thr85_all,1197,0.85,576733.78,5017167.29,0.0294,0.8736,0.8655,8222.04,0,Cambisols,14.855,639.7,1,318.4,2,1.4583630773241034,-0.43193782906222955,0.06352,0.25787,0.05593,0.0087,-0.01611
thr85_all,1198,0.85,703431.25,5017167.19,0.02,0.8818,0.8596,3183.46,0,Cambisols,1.593,267.1,1,108.8,1,-1.7999791820272828,0.609405700753588,0.11781,0.07502,0.10664,0.01605,0.03978
thr85_all,1199,0.85,623791.07,5017117.86,0.0175,0.8624,0.8554,4884.71,0,Cambisols,18.232,481.1,1,254.6,2,1.4434213096837423,-0.27933005401257754,0.05817,0.25085,0.05743,0.00806,-0.01086
thr85_all,1200,0.85,681373.28,5016960.78,0.0362,0.9145,0.8787,35.24,1,Cambisols,0.588,151.0,3,82.7,1,-3.9905441846309184,-0.6178606243687444,0.16425,-0.01202,0.14194,0.0459,0.01656
thr85_all,1201,0.85,710676.71,5016129.56,0.7344,0.9914,0.9041,790.5,0,Cambisols,4.591,211.2,1,118.1,1,-1.8171776716659738,0.7606172914939505,0.11082,0.07919,0.12392,0.01018,0.05149
thr85_all,1202,0.85,678111.46,5017044.79,0.015,0.9099,0.8885,708.95,0,Cambisols,0.815,152.0,3,82.5,1,-3.1483163883078684,-0.5151720094337959,0.15582,0.06421,0.12978,0.04394,0.01681
thr85_all,1203,0.85,678486.08,5016908.96,0.0663,0.9137,0.8858,749.02,0,Cambisols,1.119,193.9,3,84.1,1,-3.158320377451626,-0.5715332159420402,0.15748,0.04839,0.11611,0.04773,0.00891
thr85_all,1204,0.85,623777.21,5017011.03,0.0106,0.8754,0.8713,4781.28,0,Cambisols,14.89,586.7,1,255.7,2,1.4099382876354405,-0.11660335906040446,0.06232,0.25286,0.0504,0.00984,-0.00773
thr85_all,1205,0.85,708718.3,5016616.7,0.1375,0.9471,0.8848,705.17,0,Cambisols,2.557,235.2,1,114.1,1,-1.884518506736586,0.9684654623718354,0.11917,0.09462,0.12323,0.0102,0.05948
thr85_all,1206,0.85,576729.44,5016835.08,0.0194,0.8754,0.8652,8141.75,0,Cambisols,12.821,608.0,1,295.2,2,1.4637471791392167,-0.37511408499983845,0.06123,0.25606,0.05601,0.00871,-0.01432
thr85_all,1207,0.85,575800.29,5016804.36,0.0269,0.9273,0.9056,7228.7,0,Cambisols,12.188,269.5,1,262.2,0,0.3000818628628112,-0.7329928697931354,0.07417,0.22776,0.11129,0.01161,-0.00233
thr85_all,1208,0.85,568508.65,5016755.77,0.0163,0.9163,0.8702,1648.72,0,Luvisols,11.228,328.8,1,234.3,2,1.6351072177183799,-0.5401405628660764,0.03636,0.27295,0.07472,0.0125,-0.01227
thr85_all,1209,0.85,575450.47,5016595.73,0.0494,0.8736,0.8668,6841.12,0,Cambisols,13.407,648.2,1,300.6,2,1.4225278042262222,-0.4833139731483394,0.06403,0.2597,0.05826,0.00956,-0.01665
thr85_all,1210,0.85,698875.0,5016729.41,0.0213,0.8761,0.863,5751.21,0,Cambisols,1.925,188.5,2,102.1,1,-1.9260595582549733,-0.5845097091313547,0.12447,0.08085,0.13128,0.01732,0.01008
thr85_all,1211,0.85,639770.45,5016714.77,0.0138,0.8889,0.8678,5027.57,0,Cambisols,8.041,322.7,2,161.5,0,0.2668851954464236,-0.12591048878450004,0.06741,0.19623,0.09992,0.00833,0.01165
thr85_all,1212,0.85,576492.23,5016649.66,0.0231,0.9273,0.8908,7872.03,0,Cambisols,13.566,328.9,1,271.4,0,0.3937743647389606,-0.5477514964416696,0.07208,0.23095,0.10378,0.01238,0.00088
thr85_all,1213,0.85,699356.94,5016701.39,0.0112,0.8761,0.8647,5461.86,0,Cambisols,2.115,203.8,2,103.2,1,-1.7778920588016232,-0.3953887291863946,0.12284,0.09036,0.13016,0.01342,0.01585
thr85_all,1214,0.85,640153.68,5016674.26,0.0106,0.8885,0.8673,4666.97,0,Cambisols,2.027,206.9,2,134.7,1,-1.8790654871696315,-0.11940828483944169,0.11812,0.08328,0.13996,0.00955,0.0286
thr85_all,1215,0.85,709522.55,5015576.17,0.8769,0.9711,0.8918,906.56,0,Cambisols,3.61,210.6,1,117.2,1,-2.0027109908122407,0.7734174247893119,0.11228,0.07057,0.12648,0.01285,0.05319
thr85_all,1216,0.85,640130.56,5016584.72,0.0112,0.8865,0.8627,4647.01,0,Cambisols,6.916,299.3,2,149.3,4,-0.06050426448557928,1.1584774638483426,0.06181,0.15386,0.08967,0.00519,0.04924
thr85_all,1217,0.85,580754.92,5016536.17,0.0825,0.8714,0.8609,11146.34,0,Cambisols,16.207,632.4,1,394.1,2,1.540391214012097,-0.7464569000937067,0.06106,0.25607,0.05836,0.00839,-0.02619
thr85_all,1218,0.85,697818.75,5016525.0,0.01,0.8711,0.8618,5112.37,0,Cambisols,1.887,158.3,2,103.1,1,-2.0233736517683583,-0.582884409688015,0.12198,0.06928,0.13436,0.01777,0.01096
thr85_all,1219,0.85,712400.77,5016130.86,0.2825,0.966,0.9136,1167.5,1,Cambisols,5.697,432.2,7,115.3,4,0.5598930425737674,3.358729206622358,0.08844,0.21284,0.03289,-0.01104,0.10215
thr85_all,1220,0.85,709345.39,5016505.92,0.0119,0.8709,0.8618,864.24,0,Cambisols,2.485,307.3,1,116.3,1,-1.631127834950909,1.2345795982413295,0.11538,0.08663,0.09468,0.01403,0.05617
thr85_all,1221,0.85,641562.5,5016484.38,0.015,0.9055,0.8884,3364.38,0,Cambisols,1.945,213.6,2,118.8,1,-2.1037632930785577,0.6932191147884462,0.12116,0.08018,0.13013,0.01291,0.05294
thr85_all,1222,0.85,568332.95,5016231.59,0.0344,0.8736,0.8634,1186.8,0,Luvisols,11.667,555.6,1,248.6,2,1.9767579612141708,0.13014321965435638,0.04393,0.27933,0.03858,0.00965,-0.00458
thr85_all,1223,0.85,698123.61,5016230.09,0.0338,0.8761,0.8609,4976.0,0,Cambisols,1.927,192.8,2,103.0,1,-1.9261766731910395,-0.4716025735121467,0.12337,0.07926,0.1314,0.01622,0.01376
thr85_all,1224,0.85,581493.5,5016161.5,0.0156,0.8736,0.8589,10337.92,0,Cambisols,17.554,671.7,1,342.1,2,1.5754621812640142,-0.7385381435131216,0.06118,0.26266,0.05797,0.00887,-0.02577
thr85_all,1225,0.85,581079.94,5016124.71,0.0269,0.925,0.9003,10635.5,0,Cambisols,14.326,290.2,1,334.2,0,0.49347942560591695,-1.0409087696635084,0.06795,0.23386,0.11398,0.01103,-0.01205
thr85_all,1226,0.85,580641.35,5016076.6,0.0488,0.9216,0.91,10954.01,0,Cambisols,18.468,198.2,1,327.1,0,0.2951838160724826,-1.4938143118371983,0.07494,0.227,0.12785,0.00967,-0.02164
thr85_all,1227,0.85,575846.59,5015959.09,0.0138,0.9188,0.8764,7126.53,0,Cambisols,13.973,345.1,1,238.0,2,1.202033060603531,-0.3880016334303651,0.06403,0.24955,0.06596,0.01013,-0.01028
thr85_all,1228,0.85,708627.38,5015285.26,0.2656,0.9698,0.8883,629.53,1,Cambisols,3.485,204.3,1,116.6,1,-2.128879007647428,0.7074968899306088,0.11652,0.08199,0.13659,0.01331,0.05609
thr85_all,1229,0.85,603712.93,5015763.36,0.0362,0.9005,0.8752,7168.78,0,Luvisols,10.353,346.6,3,172.8,2,1.6015463847012714,0.0374024179154093,0.02625,0.26868,0.04367,0.03129,-0.00413
thr85_all,1230,0.85,558988.66,5015778.2,0.0269,0.8723,0.8626,6238.68,0,Cambisols,1.236,195.5,1,141.8,1,-2.28378634490477,-0.21330210603148264,0.12823,0.05951,0.14483,0.01143,0.0275
